h_type	date	adress	loc	num_floor	unit_per_floor	north	sought	west	east	floor	area	num_sleep	tel	kitch	service	floor_covering	open	parking	warehouse	balcony	equipment	age	statuse	view	doc_status	nearby		price	unit_price
آپارتمان	1400/11/11	شریعتی روبروی دولت خ امامزاده	3	5	1	1	1	1	0	5	124	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	آسانسور	3	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_10500000000	84677000
آپارتمان	1400/11/11	جردن خ گلستان بلوار گیتی	3	5	1	1	0	0	0	2	173	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	12	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_10350000000	59826000
آپارتمان	1400/11/11	دیباجی جنوبی خ رحمانی	3	5	1	1	0	0	0	2	230	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	آسانسور_چیلر	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_20240000000	88000000
آپارتمان	1400/11/11	ونك خ آرارات	3	6	1	1	1	0	0	4	268	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	14	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_22780000000	85000000
آپارتمان	1400/11/11	جردن نرسیده به خ شریفی	3	4	1	0	1	0	0	4	258	4	1	فلزي	ايراني فرنگي	سراميک	0	1	1	1	شوفاژ_کولر_گاز	500	30	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_11000000000	42635000
آپارتمان	1400/11/11	جردن نرسیده به ك یزدان پناه	3	5	1	0	1	0	0	5	280	4	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	18	مسکونی	رومي	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_17640000000	63000000
آپارتمان	1400/11/11	پاسداران نرسیده به اختیاریه جنوبی	3	5	4	1	1	0	0	2	194	3	1	MDF	ايرانی	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز	17	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_12610000000	65000000
آپارتمان	1400/11/11	ملاصدرا شیراز شمالی	3	6	4	0	1	0	0	3	115	2	1	MDF	ايراني فرنگي	لامنيت	1	1	1	0	کولر_آسانسور_گاز	4	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_9600000000	83470000
آپارتمان	1400/11/11	ملاصدرا خ شاد	3	4	3	0	1	0	0	1	135	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	14	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_11475000000	85000000
آپارتمان	1400/11/11	ونك میدان عطار	3	3	2	0	1	0	1	2	115	2	1	MDF	ايرانی	سنگ	1	1	1	1	کولر_گاز	354	30	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_11500000000	88461000
آپارتمان	1400/11/11	ونك برزیل خ شمس لاهیجانی	3	4	3	0	1	0	0	4	120	3	1	MDF	فرنگی	پارکت	0	1	0	0	شوفاژ_کولر_گاز	30	تخلیه	آجر سه سانت	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5340000000	44500000
آپارتمان	1400/11/11	پاسداران خ گلستان دوم	3	6	3	1	0	0	0	3	105	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	16	اجاره	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6850000000	65238000
آپارتمان	1400/11/11	دروس خ راستوان	3	5	1	1	0	0	0	2	315	4	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_گاز	1	تخلیه	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_56700000000	180000000
آپارتمان	1400/11/11	ولیعصر نرسیده به پارك وی	3	2	6	1	0	0	0	2	163	3	1	چوبي	ايراني فرنگي	پارکت	0	1	1	0	شوفاژ_کولر_گاز	25	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_10595000000	65000000
آپارتمان	1400/11/11	شیخ بهائی خ دانش دوست	3	6	4	0	1	0	0	1	118	2	1	MDF	ايرانی	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	14	تخلیه	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7600000000	64406000
آپارتمان	1400/11/11	جردن نرسیده به خ بهرامی	3	5	3	1	0	0	0	5	107	2	1	MDF	فرنگی	پارکت	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	6	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_8025000000	75000000
آپارتمان	1400/11/11	میرداماد نرسیده به خ كازرون	3	5	3	1	0	0	1	4	96	2	1	MDF	ايراني فرنگي	سنگ	1	1	0	0	شوفاژ_کولر_آسانسور_پکیج_گاز	15	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5952000000	62000000
آپارتمان	1400/11/11	دروس نرسیده به خ محسنیان	3	6	2	0	1	0	0	5	45	1	1	MDF	فرنگی	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	21	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3600000000	80000000
آپارتمان	1400/11/11	پاسداران خ بوستان	3	5	2	0	1	0	0	همكف	119	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز	12	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_8330000000	70000000
آپارتمان	1400/11/11	پاسداران خ بهستان	3	5	2	0	1	0	0	2	125	2	1	دلخواه	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_15000000000	120000000
آپارتمان	1400/11/11	دروس خ محسنیان	3	5	2	1	0	0	0	2	120	2	1	چوبي	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_چیلر_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_16200000000	135000000
آپارتمان	1400/11/11	دولت خ نعمتی ك هشتم (اخوان ثالث)	3	4	2	1	0	0	0	1	80	2	1	دلخواه	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز	نوساز	مسکونی	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6400000000	80000000
آپارتمان	1400/11/11	شریعتی جنب مترو قلهك خ كدوئی خ سیمای جنوبی	3	4	1	1	0	0	0	3	116	3	1	MDF	ايراني فرنگي	سنگ	0	1	1	1	شوفاژ_کولر_گاز	20	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6000000000	51720000
آپارتمان	1400/11/11	پاسداران خ دشتستان	3	5	4	1	0	0	0	4	65	1	1	MDF	ايراني فرنگي	سراميک	0	1	0	1	کولر_آسانسور_پکیج_گاز	نوساز	تخلیه	ترکیبی	دردست اقدام	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5525000000	85000000
آپارتمان	1400/11/11	اختیاریه جنوبی بالاتراز چهارراه نیلوفر	3	4	1	0	1	0	0	3	73	2	1	MDF	ايراني فرنگي	پارکت	1	0	1	1	شوفاژ_کولر_گاز	20	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3350000000	45890000
آپارتمان	1400/11/11	شیخ بهایی شهرك والفجر خ ایران شناسی	3	5	2	0	1	0	0	2	112	2	1	هایگلاس	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7280000000	65000000
آپارتمان	1400/11/11	شیخ بهایی شهرك والفجر	3	3	1	1	0	0	0	3	141	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_گاز	18	مسکونی	رومي	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6500000000	46099000
آپارتمان	1400/11/11	دولت خ جهانتاب	3	6	2	1	0	0	0	1	230	3	1	MDF	ايراني فرنگي	لامنيت	1	1	1	1	کولر_آسانسور_گاز	3	مسکونی	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_20000000000	86960000
آپارتمان	1400/11/11	جردن بلوار ستاری	3	6	4	1	1	0	0	همكف	110	2	1	MDF	ايراني فرنگي	پارکت	1	1	1	0	شوفاژ_کولر_آسانسور_پکیج_گاز	9	اجاره	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7150000000	65000000
آپارتمان	1400/11/11	دولت خ قلندری جنوبی	3	4	1	0	1	0	0	1	131	2	1	MDF	ايراني فرنگي	سراميک	1	0	0	0	شوفاژ_کولر_گاز	30	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5500000000	41985000
آپارتمان	1400/11/11	ملاصدرا خ خوارزمی	3	4	1	0	1	0	0	4	110	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	18	اجاره	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6050000000	55000000
آپارتمان	1400/11/11	ظفر زرگنده	3	5	1	0	1	0	1	1	135	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز	7	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_8775000000	65000000
آپارتمان	1400/11/10	كردستان آزادگان خیابان 24	3	6	2	0	1	0	0	1	148	3	1	چوبي	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_حیاط_زیر زمین_پکیج	400	14	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_9910000000	67000000
آپارتمان	1400/11/10	ولیعصر امانیه	3	9	4	1	0	0	1	4	148	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_گاز	6	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_13680000000	92432000
آپارتمان	1400/11/10	دروس خ حجت سوری	3	5	2	0	1	0	0	2	202	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز	15	تخلیه	سنگ	اوقافي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_15150000000	75000000
آپارتمان	1400/11/10	میرداماد خ نفت شمالی	3	6	2	0	1	0	0	1	214	4	1	چوبي	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_23540000000	110000000
آپارتمان	1400/11/10	ظفر خ فرید افشار	3	5	2	0	1	0	1	1	205	3	1	چوبي	ايراني فرنگي	سنگ	1	1	1	1	آسانسور_استخر_مستخدم_چیلر_سونا_جکوزی	7	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_15375000000	75000000
آپارتمان	1400/11/10	شیخ بهائی شمالی بالاتر از كوچه عبیدزاكانی	3	5	2	1	0	0	0	1	118	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	17	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7300000000	61860000
آپارتمان	1400/11/10	ونك ده ونك	3	3	1	0	1	0	0	زیرهمكف	140	3	2	نا مشخص	ايراني فرنگي	سراميک	0	0	1	0	کولر_گاز	200	30	تخلیه	سنگ	قولنامه اي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3000000000	21428000
آپارتمان	1400/11/10	میرداماد خ ساسانی پور	3	5	1	0	1	0	0	1	138	3	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_12420000000	90000000
آپارتمان	1400/11/10	دولت نرسیده به دیباجی	3	4	1	1	0	0	0	1	105	2	1	MDF	ايراني فرنگي	پارکت	1	0	1	0	شوفاژ_کولر_حیاط خلوت_گاز	23	اجاره	آجر	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5250000000	50000000
آپارتمان	1400/11/10	میرداماد خ قبادیان	3	5	3	0	1	0	0	4	72	1	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	15	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5450000000	75694000
آپارتمان	1400/11/10	گاندی شمالی نرسیده به خ برادران شریفی	3	3	2	0	1	0	0	2	140	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_گاز	27	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_13000000000	92857000
آپارتمان	1400/11/10	ونك ده ونك خ شرافتی	3	7	1	1	1	0	0	5	112	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	کولر_آسانسور_پکیج_گاز	1	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7280000000	65000000
آپارتمان	1400/11/10	شریعتی روبروی ظفر	3	5	2	0	0	1	1	3	100	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	0	کولر_آسانسور_پکیج_گاز	5	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6800000000	68000000
آپارتمان	1400/11/10	سئول خ ماهتاب	3	4	1	1	0	0	0	3	85	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_پکیج_گاز	8	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5500000000	64705000
آپارتمان	1400/11/10	گاندی بالاتر از ك 6	3	4	4	1	0	0	0	3	128	3	2	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	1000	20	25	مسکونی	رومي	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6700000000	52343000
آپارتمان	1400/11/10	پاسداران خ گلستان	3	5	2	0	1	0	0	5	232	4	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز	15	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_16240000000	70000000
آپارتمان	1400/11/10	شیخ بهایی شمالی خ قوام پور	3	5	1	1	0	0	0	5	106	2	2	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	15	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6360000000	60000000
آپارتمان	1400/11/10	دروس خ وارسته	3	5	2	1	1	0	0	1	95	2	1	فرنيش	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز	نوساز	تخلیه	سنگ	اوقاف	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_10450000000	110000000
آپارتمان	1400/11/10	دیباجی جنوبی خ گركانی ك فریدونخانی	3	4	1	1	1	0	0	1	58	1	1	MDF	ايرانی	سراميک	1	1	1	1	کولر_پکیج_گاز	14	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_2700000000	46551000
آپارتمان	1400/11/10	سئول روبروی باشگاه انقلاب	3	5	2	1	0	0	0	2	115	2	0	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز	نوساز	تخلیه	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_8970000000	78000000
آپارتمان	1400/11/10	ملاصدرا شیرازشمالی	3	4	1	1	0	0	0	1	118	3	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_گاز	27	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_8850000000	75000000
آپارتمان	1400/11/10	شیخ بهائی جنوبی بلوارایرانشناسی	3	5	1	0	1	0	0	1	240	4	1	MDF	ايراني فرنگي	سراميک	1	0	1	0	شوفاژ_کولر_آسانسور_گاز	2	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_17000000000	70833000
آپارتمان	1400/11/10	دروس خ یارمحمدی	3	5	1	1	0	0	0	5	113	2	1	MDF	ايراني فرنگي	سنگ	1	1	0	0	شوفاژ_کولر_آسانسور_گاز	2	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_12000000000	106194000
آپارتمان	1400/11/10	دولت خ جلالی	3	5	1	1	0	0	0	1	111	3	1	MDF	ايراني فرنگي	سراميک	1	0	1	1	شوفاژ_کولر_گاز	19	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_4440000000	40000000
آپارتمان	1400/11/10	دولت خ نعمتی خ لادانی	3	4	1	1	0	0	0	2	76	2	1	MDF	ايراني فرنگي	سنگ	1	0	1	1	شوفاژ_کولر_گاز	18	مسکونی	کنيتکس	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_3450000000	45390000
آپارتمان	1400/11/10	دولت خ رحمانی روبروی شیرینی فروش نخل	3	5	3	0	1	0	0	5	113	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	کولر_آسانسور_گاز	7	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_9000000000	79646000
آپارتمان	1400/11/10	پاسداران سه راه ضرابخانه خ سروستان پنجم	3	4	1	1	0	0	0	1	120	2	1	MDF	ايراني فرنگي	لامنيت	1	1	1	0	شوفاژ_کولر_گاز	15	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5200000000	43333000
آپارتمان	1400/11/10	دولت خ قلندری جنوبی ك 12متری حبیبی	3	4	2	0	1	0	0	4	96	2	1	MDF	ايراني فرنگي	لامنيت	0	1	1	1	شوفاژ_کولر_گاز	20	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_4800000000	50000000
آپارتمان	1400/11/10	دیباجی جنوبی خ تسلیمی	3	4	2	0	1	0	0	1	104	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز	نوساز	تخلیه	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_8008000000	77000000
آپارتمان	1400/11/10	پاسداران خ بوستان	3	6	3	0	1	0	0	2	93	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	0	شوفاژ_کولر_آسانسور_گاز	17	اجاره	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6975000000	75000000
آپارتمان	1400/11/10	پاسداران خ نگارستان	3	4	1	0	1	0	0	4	120	2	1	MDF	ايراني فرنگي	سراميک	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	نوساز	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_9000000000	75000000
آپارتمان	1400/11/10	شیخ بهائی میدان پیروزان	3	5	1	0	1	0	0	2	135	3	1	هایگلاس	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_گاز	15	مسکونی	رومي	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_12420000000	92000000
آپارتمان	1400/11/10	جردن خ ناهید	3	5	3	1	0	0	0	2	100	2	1	MDF	ايرانی	پارکت	1	1	1	1	کولر_آسانسور_گاز	18	اجاره	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_6750000000	67500000
آپارتمان	1400/11/09	كردستان آزادگان خیابان 18	3	5	2	0	1	0	0	5	110	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_حیاط_زیر زمین_پکیج	400	14	19	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5250000000	47000000
آپارتمان	1400/11/09	دولت چهارراه قنات خ رحمانی	3	6	2	1	0	0	0	6	90	1	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_مستخدم	18	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_5000000000	55000000
آپارتمان	1400/11/09	ظفر خ نفت شمالی	3	7	4	0	1	0	0	3	137	3	1	چوبي	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_گاز	نوساز	تخلیه	ترکیبی	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_13700000000	100000000
آپارتمان	1400/11/09	ملاصدرا بعد از شیخ بهایی ك گلدشت	3	4	2	1	0	0	0	4	186	3	2	MDF	ايراني فرنگي	سنگ	1	1	1	0	شوفاژ_کولر_آسانسور_سونا_جکوزی	12	مسکونی	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_11160000000	60000000
آپارتمان	1400/11/09	دیباجی جنوبی روبروی پارك ارغوان خ مژگان	3	4	1	0	0	1	0	1	100	2	2	چوبي	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7950000000	79500000
آپارتمان	1400/11/09	دیباجی جنوبی روبروی پارك ارغوان خ مژگان	3	4	1	0	0	1	0	2	120	2	2	چوبي	ايراني فرنگي	سنگ	1	1	1	1	شوفاژ_کولر_آسانسور_پکیج_گاز	120	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_9540000000	79500000
آپارتمان	1400/11/09	گاندی نرسیده به خ نهم	3	6	4	0	1	0	0	5	94	2	1	MDF	ايراني فرنگي	سنگ	1	1	1	1	کولر_آسانسور_پکیج_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_7050000000	75000000
آپارتمان	1400/11/09	ملاصدرا شیراز جنوبی خ گرمسار	3	5	1	0	1	0	0	2	150	3	1	MDF	ايراني فرنگي	سراميک	1	1	0	1	شوفاژ_کولر_آسانسور_گاز	نوساز	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_14250000000	95000000
آپارتمان	1400/11/09	شریعتی دوراهی قلهك خ پابرجا	3	3	2	1	0	0	0	2	200	3	2	MDF	ايراني فرنگي	سنگ	0	1	1	1	کولر_حیاط_پکیج_گاز	25	تخلیه	آجر سه سانت	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_12600000000	63000000
آپارتمان	1400/11/09	بلوار آفریقا نرسیده به چهارراه جهان كودك	3	4	1	0	1	0	0	4	165	3	1	MDF	ايراني فرنگي	پارکت	1	1	1	1	شوفاژ_کولر_پکیج_گاز	30	تخلیه	سنگ	شخصي	بانک ها_مراکز درمانی_فروشگاه ها_مراکز آموزشی_مراکز ورزشی_مراکز سوخت گیری		_13000000000	78787000
